"ReleaseIndex","Version","CommitId","SonarAnalysisKey","SonarRevision","Class","NSmells"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/MappingToolTask.java","0"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/ReverseMappingToolTask.java","0"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/SchemaToolTask.java","1"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/FetchModeValue.java","0"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfiguration.java","0"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfigurationImpl.java","39"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCProductDerivation.java","1"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCSeqValue.java","2"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingFactoryValue.java","6"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingRepositoryValue.java","3"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/QuerySQLCacheValue.java","2"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSavepointManager.java","5"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSeq.java","7"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractUpdateManager.java","6"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingConstraintUpdateManager.java","2"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingOperationOrderUpdateManager.java","2"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingPreparedStatementManagerImpl.java","14"
"8","1.0.3","37d610ca2ccf499479ea0cfb36ca91fcc5e0946e","3774095d-037b-4979-a16d-d8c95ec5c926","3868b13971a77e941a6671a9b9802d0d60d284a4","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java","18"
