"ReleaseIndex","Version","CommitId","SonarAnalysisKey","SonarRevision","Class","NSmells"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/MappingToolTask.java","0"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/ReverseMappingToolTask.java","0"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/SchemaToolTask.java","1"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/FetchModeValue.java","0"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfiguration.java","0"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfigurationImpl.java","40"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCProductDerivation.java","5"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCSeqValue.java","2"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingFactoryValue.java","6"
"11","1.2.2","f877a44a6391005960ab3a1517e6d2f8ab781ac7","4dca59dc-e5d5-41f0-8556-922fbcdd7932","6c3f9244b68f9a57b26bf1db97ee99e2f6d74aca","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingRepositoryValue.java","3"
