Project,Class,ReleaseIndex,LOC,LOC_TOUCHED,NR,NAUTH,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,CHURN,MAX_CHURN,AVG_CHURN,CHANGE_SET_SIZE,MAX_CHANGE_SET,AVG_CHANGE_SET,AGE_WEEKS,WEIGHTED_AGE_WEEKS,IGNORED_ZERO_LOC_REVS,NSmells,NFIX,BUGGY
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FindCallbacks.java,3,5,317,8,2,180,55,22.500000,43,55,5.375000,3825,1263,478.125000,49.714286,40.373592,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LockManager.java,3,16,371,5,2,241,108,48.200000,111,103,22.200000,3130,1263,626.000000,41.428571,38.866384,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/NoneLockManager.java,3,14,293,7,2,167,53,23.857143,41,53,5.857143,3805,1263,543.571429,49.714286,40.207216,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpCallbacks.java,3,18,189,5,2,122,52,24.400000,55,48,11.000000,3130,1263,626.000000,41.428571,36.507181,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpenJPAStateManager.java,3,83,1630,10,4,1065,495,106.500000,500,488,50.000000,3562,1263,356.200000,41.428571,40.583348,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCData.java,3,20,373,6,3,240,108,40.000000,107,102,17.833333,3251,1263,541.833333,41.428571,38.757947,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Query.java,3,35,617,5,2,405,194,81.000000,193,187,38.600000,3332,1263,666.400000,41.428571,39.808752,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryContext.java,3,56,940,8,3,612,289,76.500000,284,282,35.500000,3416,1263,427.000000,41.428571,40.010334,1,0,1,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/SavepointManager.java,3,5,253,9,2,146,36,16.222222,39,35,4.333333,4322,1263,480.222222,49.714286,39.270469,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Seq.java,3,15,243,4,2,158,70,39.500000,73,66,18.250000,3110,1263,777.500000,41.428571,37.582011,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreContext.java,3,75,1432,8,4,935,437,116.875000,438,430,54.750000,3514,1263,439.250000,41.428571,40.598464,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreManager.java,3,55,1522,11,4,974,427,88.545455,426,416,38.727273,3643,1263,331.181818,41.428571,40.546555,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreQuery.java,3,72,1074,8,3,698,314,87.250000,322,308,40.250000,3405,1263,425.625000,41.428571,40.108007,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AbstractExpressionVisitor.java,3,12,62,3,2,52,24,17.333333,42,24,14.000000,1494,1263,498.000000,35.857143,20.306452,0,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Add.java,3,11,237,7,2,139,38,19.857143,41,35,5.857143,3805,1263,543.571429,49.714286,39.042797,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AggregateListener.java,3,12,244,5,2,158,69,31.600000,72,65,14.400000,3130,1263,626.000000,41.428571,37.591920,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/All.java,3,27,183,4,2,121,56,30.250000,59,49,14.750000,3110,1263,777.500000,41.428571,36.363778,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Any.java,3,27,180,4,2,119,55,29.750000,58,48,14.500000,3110,1263,777.500000,41.428571,36.280952,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Arguments.java,3,5,197,7,2,115,30,16.428571,33,30,4.714286,3805,1263,543.571429,49.714286,38.308920,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Avg.java,3,31,203,4,2,134,62,33.500000,65,56,16.250000,3110,1263,777.500000,41.428571,36.853624,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Constant.java,3,4,205,8,3,119,31,14.875000,33,30,4.125000,3831,1263,478.875000,49.714286,38.255052,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Count.java,3,20,392,8,2,222,55,27.750000,52,55,6.500000,4100,1263,512.500000,49.714286,40.788994,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Divide.java,3,11,240,7,2,141,39,20.142857,42,35,6.000000,3805,1263,543.571429,49.714286,39.071429,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EndsWithExpression.java,3,12,275,7,2,158,45,22.571429,41,45,5.857143,3805,1263,543.571429,49.714286,39.811429,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EqualExpression.java,3,11,239,7,2,140,39,20.000000,41,35,5.857143,3805,1263,543.571429,49.714286,39.060968,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Expression.java,3,4,203,9,3,118,30,13.111111,33,30,3.666667,4190,1263,465.555556,49.714286,38.332864,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionParser.java,3,14,204,4,2,134,61,33.500000,64,57,16.000000,3110,1263,777.500000,41.428571,36.876050,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionVisitor.java,3,7,69,3,2,59,31,19.666667,49,31,16.333333,1494,1263,498.000000,35.857143,21.884058,0,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/FilterListener.java,3,12,317,5,2,203,89,40.600000,89,82,17.800000,3130,1263,626.000000,41.428571,38.441640,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanEqualExpression.java,3,12,280,7,2,161,45,23.000000,42,45,6.000000,3805,1263,543.571429,49.714286,39.837755,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanExpression.java,3,12,280,7,2,161,45,23.000000,42,45,6.000000,3805,1263,543.571429,49.714286,39.837755,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanEqualExpression.java,3,12,280,7,2,161,45,23.000000,42,45,6.000000,3805,1263,543.571429,49.714286,39.837755,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanExpression.java,3,12,280,7,2,161,45,23.000000,42,45,6.000000,3805,1263,543.571429,49.714286,39.837755,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Literal.java,3,12,353,8,3,202,60,25.250000,51,60,6.375000,3831,1263,478.875000,49.714286,40.590854,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Max.java,3,22,171,4,2,112,50,28.000000,53,46,13.250000,3110,1263,777.500000,41.428571,36.015873,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Min.java,3,22,171,4,2,112,50,28.000000,53,46,13.250000,3110,1263,777.500000,41.428571,36.015873,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Mod.java,3,11,240,7,2,141,39,20.142857,42,35,6.000000,3805,1263,543.571429,49.714286,39.071429,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Multiply.java,3,11,278,7,2,160,45,22.857143,42,45,6.000000,3805,1263,543.571429,49.714286,39.827852,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NotEqualExpression.java,3,11,239,7,2,140,39,20.000000,41,35,5.857143,3805,1263,543.571429,49.714286,39.060968,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Parameter.java,3,6,217,8,3,128,36,16.000000,39,30,4.875000,3831,1263,478.875000,49.714286,38.522712,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Path.java,3,7,369,9,3,207,55,23.000000,45,55,5.000000,4190,1263,465.555556,49.714286,40.740225,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Resolver.java,3,8,182,4,2,118,51,29.500000,54,48,13.500000,3110,1263,777.500000,41.428571,36.331240,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Size.java,3,20,157,4,2,103,46,25.750000,49,42,12.250000,3110,1263,777.500000,41.428571,35.544131,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/StartsWithExpression.java,3,12,275,7,2,158,45,22.571429,41,45,5.857143,3805,1263,543.571429,49.714286,39.811429,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Subquery.java,3,6,261,10,3,150,37,15.000000,39,35,3.900000,4348,1263,434.800000,49.714286,39.275862,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Subtract.java,3,11,278,7,2,160,45,22.857143,42,45,6.000000,3805,1263,543.571429,49.714286,39.827852,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Sum.java,3,32,201,4,2,133,62,33.250000,65,55,16.250000,3110,1263,777.500000,41.428571,36.808813,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Value.java,3,11,202,6,3,135,55,22.500000,68,52,11.333333,3227,1263,537.833333,41.428571,36.550212,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/SimpleNode.java,3,7,220,9,2,127,31,14.111111,34,30,3.777778,4101,1263,455.666667,49.714286,38.794805,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataContext.java,3,4,196,7,2,114,30,16.285714,32,30,4.571429,3805,1263,543.571429,49.714286,38.293732,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataDefaults.java,3,16,290,11,5,191,64,17.363636,92,60,8.363636,3235,1263,294.090909,41.428571,35.384236,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataFactory.java,3,29,461,5,3,304,138,60.800000,147,134,29.400000,3121,1263,624.200000,41.428571,38.991323,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Order.java,3,10,338,8,2,195,55,24.375000,52,55,6.500000,3844,1263,480.500000,49.714286,40.225275,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaData.java,3,47,983,7,2,644,300,92.000000,305,296,43.571429,3382,1263,483.142857,41.428571,40.219590,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ChangeTracker.java,3,12,305,4,2,197,86,49.250000,89,83,22.250000,3110,1263,777.500000,41.428571,38.337237,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolver.java,3,6,155,5,2,100,43,20.000000,45,39,9.000000,3332,1263,666.400000,41.428571,35.372350,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolverImpl.java,3,26,194,5,2,128,59,25.600000,62,53,12.400000,3332,1263,666.400000,41.428571,36.575110,1,0,0,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTracker.java,3,6,303,7,2,172,55,24.571429,41,55,5.857143,3805,1263,543.571429,49.714286,40.334748,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ExceptionInfo.java,3,16,273,6,2,178,80,29.666667,83,77,13.833333,3333,1263,555.500000,41.428571,37.683935,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/GeneralException.java,3,22,321,8,2,187,53,23.375000,53,53,6.625000,3894,1263,486.750000,49.714286,40.206943,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/InternalException.java,3,31,342,9,2,203,53,22.555556,64,53,7.111111,4116,1263,457.333333,49.714286,40.189223,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/LRSProxy.java,3,4,198,9,2,114,30,12.666667,30,30,3.333333,4322,1263,480.222222,49.714286,38.353535,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTracker.java,3,9,214,5,2,138,59,27.600000,62,55,12.400000,3160,1263,632.000000,41.428571,37.070093,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxy.java,3,9,211,5,3,136,59,27.200000,61,55,12.200000,3151,1263,630.200000,41.428571,36.811781,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyBean.java,3,5,213,8,3,124,31,15.500000,35,30,4.375000,3846,1263,480.750000,49.714286,37.432596,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCollection.java,3,9,168,5,3,105,41,21.000000,42,36,8.400000,3151,1263,630.200000,41.428571,32.996599,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyDate.java,3,5,204,8,3,119,31,14.875000,34,30,4.250000,3846,1263,480.750000,49.714286,38.201681,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyManager.java,3,22,460,6,3,288,119,48.000000,116,116,19.333333,3373,1263,562.166667,41.428571,36.506211,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyMap.java,3,10,167,5,3,107,40,21.400000,47,36,9.400000,3151,1263,630.200000,41.428571,32.820359,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/RuntimeExceptionTranslator.java,3,6,220,7,2,128,35,18.285714,36,35,5.142857,3805,1263,543.571429,49.714286,38.867532,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/StoreException.java,3,22,347,9,2,200,53,22.222222,53,53,5.888889,4116,1263,457.333333,49.714286,40.195554,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/UnsupportedException.java,3,23,336,9,2,195,53,21.666667,54,53,6.000000,4116,1263,457.333333,49.714286,40.216412,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/UserException.java,3,31,343,10,2,204,53,20.400000,65,53,6.500000,4122,1263,412.200000,49.714286,39.990421,2,0,1,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/AbstractProductDerivation.java,3,39,303,7,4,189,90,27.000000,75,90,10.714286,1445,1263,206.428571,31.428571,25.364451,0,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurable.java,3,6,105,5,2,75,42,15.000000,45,42,9.000000,3181,1263,636.200000,43.285714,33.897959,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationProvider.java,3,8,297,9,4,176,71,19.555556,55,71,6.111111,3488,1263,387.555556,43.285714,34.836460,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/GenericConfigurable.java,3,5,123,6,2,82,39,13.666667,41,39,6.833333,3186,1263,531.000000,43.285714,34.969803,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ValueListener.java,3,4,102,6,2,67,31,11.166667,32,31,5.333333,3315,1263,552.500000,49.714286,35.600840,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConnectionDecorator.java,3,6,112,6,2,74,35,12.333333,36,35,6.000000,3315,1263,552.500000,49.714286,36.464286,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEvent.java,3,50,278,5,2,220,157,44.000000,162,157,32.400000,3181,1263,636.200000,43.285714,39.629496,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCListener.java,3,15,168,5,2,129,86,25.800000,90,86,18.000000,3181,1263,636.200000,43.285714,37.367347,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/AbstractLog.java,3,74,292,7,2,216,159,30.857143,140,159,20.000000,3760,1263,537.142857,43.285714,39.500000,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactory.java,3,4,98,6,2,65,30,10.833333,32,30,5.333333,3315,1263,552.500000,49.714286,35.224490,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataFilter.java,3,9,180,6,2,116,55,19.333333,52,55,8.666667,3315,1263,552.500000,49.714286,39.738095,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIterator.java,3,12,138,5,2,99,57,19.800000,60,57,12.000000,3181,1263,636.200000,43.285714,36.025880,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataParser.java,3,17,195,6,2,141,84,23.500000,87,84,14.500000,3671,1263,611.833333,43.285714,38.012454,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataSerializer.java,3,15,246,7,2,160,76,22.857143,74,76,10.571429,3721,1263,531.571429,43.285714,38.716609,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTracker.java,3,11,122,5,2,89,54,17.800000,56,54,11.200000,3181,1263,636.200000,43.285714,35.168618,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractSequentialResultList.java,3,72,234,5,2,175,130,35.000000,116,130,23.200000,3181,1263,636.200000,43.285714,38.962759,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultList.java,3,9,171,5,2,114,62,22.800000,57,62,11.400000,3181,1263,636.200000,43.285714,37.259816,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/BytecodeWriter.java,3,6,107,6,2,70,32,11.666667,33,32,5.500000,3315,1263,552.500000,49.714286,35.933244,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Bytes.java,3,79,195,3,3,181,164,60.333333,167,164,55.666667,1267,1263,422.333333,24.285714,21.410256,0,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/EventManager.java,3,10,121,5,2,90,56,18.000000,59,56,11.800000,3181,1263,636.200000,43.285714,35.108619,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ParseException.java,3,21,172,8,2,113,53,14.125000,54,53,6.750000,3626,1263,453.250000,49.714286,39.127076,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceMap.java,3,10,123,5,2,88,50,17.600000,53,50,10.600000,3181,1263,636.200000,43.285714,35.171893,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ResourceBundleProvider.java,3,7,121,6,2,80,37,13.333333,39,37,6.500000,3315,1263,552.500000,49.714286,37.070838,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SizedMap.java,3,8,180,6,2,115,60,19.166667,50,60,8.333333,3315,1263,552.500000,49.714286,39.933333,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentMap.java,3,7,172,6,2,108,55,18.000000,44,55,7.333333,3315,1263,552.500000,49.714286,39.556478,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Lock.java,3,9,692,6,2,487,328,81.166667,282,328,47.000000,3671,1263,611.833333,43.285714,41.500000,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/NanoTimer.java,3,4,100,5,2,74,46,14.800000,48,46,9.600000,3181,1263,636.200000,43.285714,33.422857,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Queue.java,3,12,493,6,2,347,207,57.833333,201,207,33.500000,3671,1263,611.833333,43.285714,40.802956,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/Commentable.java,3,6,132,7,2,86,40,12.285714,40,40,5.714286,3537,1263,505.285714,49.714286,37.612554,2,0,0,NO
OPENJPA,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/ValidatingErrorHandler.java,3,15,164,6,2,105,53,17.500000,46,53,7.666667,3315,1263,552.500000,49.714286,39.314460,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ClassCriteria.java,3,11,297,9,2,168,53,18.666667,39,53,4.333333,4503,1263,500.333333,49.714286,40.149110,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Columns.java,3,12,299,9,2,169,53,18.777778,39,53,4.333333,4503,1263,500.333333,49.714286,40.150024,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ContainerTable.java,3,17,180,6,2,115,45,19.166667,50,42,8.333333,3808,1263,634.666667,41.428571,36.077778,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/DataStoreIdColumn.java,3,14,315,9,2,180,53,20.000000,45,53,5.000000,4503,1263,500.333333,49.714286,40.186848,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/DiscriminatorStrategy.java,3,10,255,10,2,146,35,14.600000,37,35,3.700000,4798,1263,479.800000,49.714286,39.253782,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/EagerFetchMode.java,3,11,298,9,2,168,53,18.666667,38,53,4.222222,4503,1263,500.333333,49.714286,40.149569,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementClassCriteria.java,3,11,297,9,2,168,53,18.666667,39,53,4.333333,4503,1263,500.333333,49.714286,40.149110,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementForeignKey.java,3,15,176,6,2,111,45,18.500000,46,42,7.666667,3808,1263,634.666667,41.428571,35.982143,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementIndex.java,3,13,308,9,2,175,53,19.444444,42,53,4.666667,4503,1263,500.333333,49.714286,40.169759,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementJoinColumn.java,3,18,182,6,2,117,45,19.500000,52,42,8.666667,3808,1263,634.666667,41.428571,36.124019,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementJoinColumns.java,3,11,299,9,2,169,53,18.777778,39,53,4.333333,4503,1263,500.333333,49.714286,40.150024,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementNonpolymorphic.java,3,11,299,9,2,169,53,18.777778,39,53,4.333333,4503,1263,500.333333,49.714286,40.150024,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/EmbeddedMapping.java,3,15,311,9,2,178,53,19.777778,45,53,5.000000,4503,1263,500.333333,49.714286,40.170877,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ForeignKey.java,3,16,321,9,2,185,53,20.555556,49,53,5.444444,4503,1263,500.333333,49.714286,40.188696,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Index.java,3,15,312,9,2,179,53,19.888889,46,53,5.111111,4503,1263,500.333333,49.714286,40.171245,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlan.java,3,22,348,8,4,243,109,30.375000,138,109,17.250000,2087,1263,260.875000,40.285714,27.302956,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingOverride.java,3,15,316,9,2,181,53,20.111111,46,53,5.111111,4503,1263,500.333333,49.714286,40.187161,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingOverrides.java,3,10,209,7,2,123,36,17.571429,37,34,5.285714,4091,1263,584.428571,43.000000,37.153794,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingTag.java,3,59,110,3,3,100,86,33.333333,90,86,30.000000,1743,1263,581.000000,40.285714,32.016883,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Nonpolymorphic.java,3,11,298,9,2,168,53,18.666667,38,53,4.222222,4503,1263,500.333333,49.714286,40.149569,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/OrderColumn.java,3,16,314,9,2,181,53,20.111111,48,53,5.333333,4503,1263,500.333333,49.714286,40.171975,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Strategy.java,3,10,259,10,2,148,35,14.800000,37,35,3.700000,4798,1263,479.800000,49.714286,39.269719,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/SubclassFetchMode.java,3,10,209,7,2,123,36,17.571429,37,34,5.285714,4091,1263,584.428571,43.000000,37.153794,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Unique.java,3,14,310,9,2,177,53,19.666667,44,53,4.888889,4503,1263,500.333333,49.714286,40.170507,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/VersionColumn.java,3,17,321,9,2,186,53,20.666667,51,53,5.666667,4503,1263,500.333333,49.714286,40.188696,2,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/VersionColumns.java,3,10,209,7,2,123,36,17.571429,37,34,5.285714,4091,1263,584.428571,43.000000,37.153794,1,0,0,NO
OPENJPA,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/VersionStrategy.java,3,10,255,10,2,146,35,14.600000,37,35,3.700000,4798,1263,479.800000,49.714286,39.253782,1,0,0,NO
