Project,Class,ReleaseIndex,LOC,LOC_TOUCHED,NR,NAUTH,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,CHURN,MAX_CHURN,AVG_CHURN,CHANGE_SET_SIZE,MAX_CHANGE_SET,AVG_CHANGE_SET,AGE_WEEKS,WEIGHTED_AGE_WEEKS,IGNORED_ZERO_LOC_REVS,NSmells,NFIX,BUGGY
OPENJPA,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Raw.java,8,10,214,9,2,126,30,14.000000,38,30,4.222222,4576,1263,508.444444,114.428571,103.271696,1,0,0,NO
OPENJPA,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Result.java,8,180,635,5,4,621,572,124.200000,607,572,121.400000,1894,1263,378.800000,105.000000,98.018448,1,0,1,NO
OPENJPA,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Row.java,8,163,543,2,2,533,520,266.500000,523,520,261.500000,1739,1263,869.500000,105.000000,103.372270,1,0,0,NO
OPENJPA,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManager.java,8,14,94,2,2,84,71,42.000000,74,71,37.000000,1739,1263,869.500000,105.000000,95.597264,1,0,0,NO
OPENJPA,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLFactory.java,8,6,296,9,2,171,40,19.000000,46,35,5.111111,4576,1263,508.444444,114.428571,104.267375,1,0,0,NO
OPENJPA,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectExecutor.java,8,36,215,6,5,184,122,30.666667,153,122,25.500000,1793,1263,298.833333,105.000000,85.200664,1,0,0,NO
OPENJPA,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Sized.java,8,9,240,10,2,138,31,13.800000,36,30,3.600000,4577,1263,457.700000,114.428571,103.640476,1,0,0,NO
OPENJPA,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Union.java,8,12,113,3,3,89,76,29.666667,65,76,21.666667,1752,1263,584.000000,105.000000,92.753477,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/ant/ApplicationIdToolTask.java,8,45,132,3,2,122,94,40.666667,112,94,37.333333,1430,1263,476.666667,99.000000,92.148268,0,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/ant/PCEnhancerTask.java,8,37,317,7,3,204,99,29.142857,91,86,13.000000,3217,1263,459.571429,106.142857,103.108157,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerFactoryValue.java,8,46,403,16,3,245,47,15.312500,87,43,5.437500,3354,1263,209.625000,106.142857,100.057781,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshaller.java,8,15,92,1,1,92,92,92.000000,92,92,92.000000,27,27,27.000000,47.000000,47.000000,0,0,0,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAProductDerivation.java,8,10,385,14,4,214,53,15.285714,43,53,3.071429,3909,1263,279.214286,114.428571,102.668275,2,0,0,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/conf/SeqValue.java,8,18,157,4,2,103,46,25.750000,49,41,12.250000,3110,1263,777.500000,106.142857,100.255687,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCache.java,8,36,867,7,4,567,258,81.000000,267,242,38.142857,3344,1263,477.714286,106.142857,104.494645,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManager.java,8,14,267,5,2,172,74,34.400000,77,71,15.400000,3111,1263,622.200000,106.142857,102.228464,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCData.java,8,6,201,7,2,118,32,16.857143,35,30,5.000000,3805,1263,543.571429,114.428571,103.085288,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ExpirationListener.java,8,4,201,8,2,117,30,14.625000,33,30,4.125000,4027,1263,503.375000,114.428571,103.013504,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCache.java,8,18,476,6,2,307,138,51.166667,138,130,23.000000,3382,1263,563.666667,106.142857,104.002101,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/TypesChangedListener.java,8,4,201,8,2,117,30,14.625000,33,30,4.125000,4027,1263,503.375000,114.428571,103.013504,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/ee/AbstractManagedRuntime.java,8,53,110,2,1,109,68,54.500000,108,67,54.000000,29,18,14.500000,50.714286,26.967532,0,0,1,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/AttributeTranslator.java,8,4,341,11,3,186,36,16.909091,31,30,2.818182,4383,1263,398.454545,114.428571,90.423544,2,0,0,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicPersistenceCapable.java,8,3,242,9,2,135,30,15.000000,28,30,3.111111,4164,1263,462.666667,114.428571,91.351830,1,0,0,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicStorage.java,8,25,441,5,2,291,138,58.200000,141,135,28.200000,3332,1263,666.400000,106.142857,103.953029,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldConsumer.java,8,13,239,4,2,157,72,39.250000,75,69,18.750000,3110,1263,777.500000,106.142857,102.243276,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldManager.java,8,4,187,8,2,107,30,13.375000,27,30,3.375000,4100,1263,512.500000,114.428571,102.967914,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldSupplier.java,8,13,239,4,2,157,72,39.250000,75,69,18.750000,3110,1263,777.500000,106.142857,102.243276,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ManagedInstanceProvider.java,8,4,242,9,2,135,30,15.000000,28,30,3.111111,4164,1263,462.666667,114.428571,91.351830,1,0,0,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PersistenceCapable.java,8,40,294,5,3,194,91,38.800000,94,87,18.800000,3119,1263,623.800000,106.142857,102.511662,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/StateManager.java,8,69,880,6,4,583,282,97.166667,286,277,47.666667,3159,1263,526.500000,106.142857,104.697565,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractLifecycleListener.java,8,60,288,5,2,198,81,39.600000,108,77,21.600000,3116,1263,623.200000,106.142857,98.695933,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractRemoteCommitProvider.java,8,32,222,5,2,146,67,29.200000,70,63,14.000000,3332,1263,666.400000,106.142857,101.889961,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractTransactionListener.java,8,33,239,5,2,156,70,31.200000,73,67,14.600000,3332,1263,666.400000,106.142857,102.181112,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/AttachListener.java,8,5,249,7,2,143,40,20.428571,37,40,5.285714,3805,1263,543.571429,114.428571,104.145726,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/BeginTransactionListener.java,8,4,226,8,2,131,35,16.375000,36,35,4.500000,4027,1263,503.375000,114.428571,103.583439,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/BrokerFactoryEvent.java,8,18,506,10,2,281,55,28.100000,56,55,5.600000,4240,1263,424.000000,114.428571,94.741107,1,0,0,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/BrokerFactoryListener.java,8,4,325,10,2,180,40,18.000000,35,40,3.500000,3949,1263,394.900000,114.428571,92.932747,2,0,0,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/ClearListener.java,8,5,252,8,2,145,35,18.125000,38,35,4.750000,4100,1263,512.500000,114.428571,104.056689,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/DeleteListener.java,8,5,252,8,2,145,35,18.125000,38,35,4.750000,4100,1263,512.500000,114.428571,104.056689,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/DetachListener.java,8,5,249,7,2,143,40,20.428571,37,40,5.285714,3805,1263,543.571429,114.428571,104.145726,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/DirtyListener.java,8,7,344,7,2,196,60,28.000000,48,60,6.857143,3805,1263,543.571429,114.428571,105.326827,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/EndTransactionListener.java,8,9,249,5,2,161,70,32.200000,73,67,14.600000,3332,1263,666.400000,106.142857,102.328744,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/ExceptionOrphanedKeyAction.java,8,14,304,8,2,173,53,21.625000,42,53,5.250000,4027,1263,503.375000,114.428571,104.922932,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/FlushTransactionListener.java,8,5,315,8,2,179,55,22.375000,43,55,5.375000,4027,1263,503.375000,114.428571,105.041270,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleListener.java,8,5,197,7,2,114,32,16.285714,31,32,4.428571,3805,1263,543.571429,114.428571,103.126904,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/LoadListener.java,8,5,252,8,2,145,35,18.125000,38,35,4.750000,4100,1263,512.500000,114.428571,104.056689,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/NoneOrphanedKeyAction.java,8,10,245,9,2,141,35,15.666667,37,35,4.111111,4322,1263,480.222222,114.428571,103.917201,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/OrphanedKeyAction.java,8,6,149,5,2,96,40,19.200000,43,37,8.600000,3332,1263,666.400000,106.142857,99.845638,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/PersistListener.java,8,5,247,7,2,142,40,20.285714,37,40,5.285714,3805,1263,543.571429,114.428571,104.131868,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/PostDeleteListener.java,8,4,343,11,2,188,40,17.090909,33,40,3.000000,3961,1263,360.090909,114.428571,89.322782,2,0,1,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/PostPersistListener.java,8,4,319,8,2,176,40,22.000000,33,40,4.125000,3817,1263,477.125000,114.428571,86.590237,2,0,1,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitListener.java,8,7,238,5,2,149,65,29.800000,60,52,12.000000,3332,1263,666.400000,106.142857,102.135654,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitProvider.java,8,8,224,6,2,143,63,23.833333,62,55,10.333333,3346,1263,557.666667,106.142857,101.904974,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/SingleJVMRemoteCommitProvider.java,8,24,381,7,3,223,66,31.857143,65,61,9.285714,3497,1263,499.571429,106.142857,73.357330,1,0,0,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/StoreListener.java,8,5,228,7,2,133,35,19.000000,38,35,5.428571,3805,1263,543.571429,114.428571,103.668546,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionListener.java,8,5,194,9,2,113,30,12.555556,32,30,3.555556,4028,1263,447.555556,114.428571,102.916053,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/event/UpdateListener.java,8,5,350,11,2,196,40,17.818182,42,40,3.818182,3961,1263,360.090909,114.428571,88.019184,2,0,1,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractFieldManager.java,8,66,348,4,2,230,109,57.500000,112,105,28.000000,3110,1263,777.500000,106.142857,103.434729,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractLockManager.java,8,30,259,5,2,171,80,34.200000,83,75,16.600000,3130,1263,626.000000,106.142857,102.535576,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Broker.java,8,119,2192,11,4,1455,665,132.272727,718,652,65.272727,3530,1263,320.909091,106.142857,104.509645,1,0,2,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerFactory.java,8,23,355,7,3,238,101,34.000000,121,97,17.285714,3415,1263,487.857143,106.142857,100.862374,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Extent.java,8,17,295,4,2,193,90,48.250000,91,85,22.750000,3110,1263,777.500000,106.142857,102.961259,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FindCallbacks.java,8,5,317,8,2,180,55,22.500000,43,55,5.375000,3825,1263,478.125000,114.428571,105.087877,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LockManager.java,8,16,371,5,2,241,108,48.200000,111,103,22.200000,3130,1263,626.000000,106.142857,103.580670,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/NoneLockManager.java,8,14,293,7,2,167,53,23.857143,41,53,5.857143,3805,1263,543.571429,114.428571,104.921502,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpCallbacks.java,8,18,189,5,2,122,52,24.400000,55,48,11.000000,3130,1263,626.000000,106.142857,101.221466,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCData.java,8,20,373,6,3,240,108,40.000000,107,102,17.833333,3251,1263,541.833333,106.142857,103.472233,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Query.java,8,35,617,5,2,405,194,81.000000,193,187,38.600000,3332,1263,666.400000,106.142857,104.523038,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryContext.java,8,56,940,8,3,612,289,76.500000,284,282,35.500000,3416,1263,427.000000,106.142857,104.724620,1,0,1,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/SavepointManager.java,8,5,253,9,2,146,36,16.222222,39,35,4.333333,4322,1263,480.222222,114.428571,103.984754,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Seq.java,8,15,243,4,2,158,70,39.500000,73,66,18.250000,3110,1263,777.500000,106.142857,102.296296,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreContext.java,8,77,1483,12,4,972,437,81.000000,461,430,38.416667,3662,1263,305.166667,106.142857,102.716116,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreManager.java,8,55,1524,12,4,975,427,81.250000,426,416,35.500000,3707,1263,308.916667,106.142857,105.190757,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreQuery.java,8,74,1721,9,4,1023,325,113.666667,325,308,36.111111,3411,1263,379.000000,106.142857,68.422512,1,0,1,YES
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AbstractExpressionVisitor.java,8,12,62,3,2,52,24,17.333333,42,24,14.000000,1494,1263,498.000000,100.571429,85.020737,0,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Add.java,8,11,237,7,2,139,38,19.857143,41,35,5.857143,3805,1263,543.571429,114.428571,103.757083,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AggregateListener.java,8,12,244,5,2,158,69,31.600000,72,65,14.400000,3130,1263,626.000000,106.142857,102.306206,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/All.java,8,27,183,4,2,121,56,30.250000,59,49,14.750000,3110,1263,777.500000,106.142857,101.078064,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Any.java,8,27,180,4,2,119,55,29.750000,58,48,14.500000,3110,1263,777.500000,106.142857,100.995238,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Arguments.java,8,5,197,7,2,115,30,16.428571,33,30,4.714286,3805,1263,543.571429,114.428571,103.023205,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Avg.java,8,31,203,4,2,134,62,33.500000,65,56,16.250000,3110,1263,777.500000,106.142857,101.567910,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Constant.java,8,4,205,8,3,119,31,14.875000,33,30,4.125000,3831,1263,478.875000,114.428571,102.969338,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Count.java,8,20,392,8,2,222,55,27.750000,52,55,6.500000,4100,1263,512.500000,114.428571,105.503280,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Divide.java,8,11,240,7,2,141,39,20.142857,42,35,6.000000,3805,1263,543.571429,114.428571,103.785714,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EndsWithExpression.java,8,12,275,7,2,158,45,22.571429,41,45,5.857143,3805,1263,543.571429,114.428571,104.525714,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EqualExpression.java,8,11,239,7,2,140,39,20.000000,41,35,5.857143,3805,1263,543.571429,114.428571,103.775254,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Expression.java,8,6,208,10,3,122,30,12.200000,36,30,3.600000,4217,1263,421.700000,114.428571,101.699863,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionParser.java,8,14,204,4,2,134,61,33.500000,64,57,16.000000,3110,1263,777.500000,106.142857,101.590336,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionVisitor.java,8,7,69,3,2,59,31,19.666667,49,31,16.333333,1494,1263,498.000000,100.571429,86.598344,0,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/FilterListener.java,8,12,317,5,2,203,89,40.600000,89,82,17.800000,3130,1263,626.000000,106.142857,103.155926,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanEqualExpression.java,8,12,280,7,2,161,45,23.000000,42,45,6.000000,3805,1263,543.571429,114.428571,104.552041,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanExpression.java,8,12,280,7,2,161,45,23.000000,42,45,6.000000,3805,1263,543.571429,114.428571,104.552041,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanEqualExpression.java,8,12,280,7,2,161,45,23.000000,42,45,6.000000,3805,1263,543.571429,114.428571,104.552041,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanExpression.java,8,12,280,7,2,161,45,23.000000,42,45,6.000000,3805,1263,543.571429,114.428571,104.552041,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Literal.java,8,12,353,8,3,202,60,25.250000,51,60,6.375000,3831,1263,478.875000,114.428571,105.305140,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Max.java,8,22,171,4,2,112,50,28.000000,53,46,13.250000,3110,1263,777.500000,106.142857,100.730159,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Min.java,8,22,171,4,2,112,50,28.000000,53,46,13.250000,3110,1263,777.500000,106.142857,100.730159,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Mod.java,8,11,240,7,2,141,39,20.142857,42,35,6.000000,3805,1263,543.571429,114.428571,103.785714,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Multiply.java,8,11,278,7,2,160,45,22.857143,42,45,6.000000,3805,1263,543.571429,114.428571,104.542138,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NotEqualExpression.java,8,11,239,7,2,140,39,20.000000,41,35,5.857143,3805,1263,543.571429,114.428571,103.775254,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Parameter.java,8,6,217,8,3,128,36,16.000000,39,30,4.875000,3831,1263,478.875000,114.428571,103.236998,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Path.java,8,11,402,11,4,236,55,21.454545,70,55,6.363636,4226,1263,384.181818,114.428571,101.122601,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Resolver.java,8,10,190,5,2,126,51,25.200000,62,48,12.400000,3120,1263,624.000000,106.142857,97.879699,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Size.java,8,20,157,4,2,103,46,25.750000,49,42,12.250000,3110,1263,777.500000,106.142857,100.258417,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/StartsWithExpression.java,8,12,275,7,2,158,45,22.571429,41,45,5.857143,3805,1263,543.571429,114.428571,104.525714,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Subquery.java,8,6,261,10,3,150,37,15.000000,39,35,3.900000,4348,1263,434.800000,114.428571,103.990148,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Subtract.java,8,11,278,7,2,160,45,22.857143,42,45,6.000000,3805,1263,543.571429,114.428571,104.542138,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Sum.java,8,32,201,4,2,133,62,33.250000,65,55,16.250000,3110,1263,777.500000,106.142857,101.523099,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Value.java,8,14,212,8,4,144,55,18.000000,76,52,9.500000,3276,1263,409.500000,106.142857,98.842992,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/SimpleNode.java,8,7,220,9,2,127,31,14.111111,34,30,3.777778,4101,1263,455.666667,114.428571,103.509091,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataContext.java,8,4,196,7,2,114,30,16.285714,32,30,4.571429,3805,1263,543.571429,114.428571,103.008017,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataDefaults.java,8,16,290,11,5,191,64,17.363636,92,60,8.363636,3235,1263,294.090909,106.142857,100.098522,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataFactory.java,8,30,467,6,4,310,138,51.666667,153,134,25.500000,3134,1263,522.333333,106.142857,103.030284,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Order.java,8,10,338,8,2,195,55,24.375000,52,55,6.500000,3844,1263,480.500000,114.428571,104.939560,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaData.java,8,47,983,7,2,644,300,92.000000,305,296,43.571429,3382,1263,483.142857,106.142857,104.933876,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ChangeTracker.java,8,12,305,4,2,197,86,49.250000,89,83,22.250000,3110,1263,777.500000,106.142857,103.051522,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolver.java,8,6,155,5,2,100,43,20.000000,45,39,9.000000,3332,1263,666.400000,106.142857,100.086636,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolverImpl.java,8,31,216,8,4,142,59,17.750000,68,53,8.500000,3551,1263,443.875000,106.142857,96.515873,1,0,1,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTracker.java,8,6,303,7,2,172,55,24.571429,41,55,5.857143,3805,1263,543.571429,114.428571,105.049033,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ExceptionInfo.java,8,16,273,6,2,178,80,29.666667,83,77,13.833333,3333,1263,555.500000,106.142857,102.398221,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/GeneralException.java,8,25,325,9,2,191,53,21.222222,57,53,6.333333,3935,1263,437.222222,114.428571,104.060659,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/InternalException.java,8,31,342,9,2,203,53,22.555556,64,53,7.111111,4116,1263,457.333333,114.428571,104.903509,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/LRSProxy.java,8,4,198,9,2,114,30,12.666667,30,30,3.333333,4322,1263,480.222222,114.428571,103.067821,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTracker.java,8,9,214,5,2,138,59,27.600000,62,55,12.400000,3160,1263,632.000000,106.142857,101.784379,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxy.java,8,9,211,5,3,136,59,27.200000,61,55,12.200000,3151,1263,630.200000,106.142857,101.526066,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyBean.java,8,5,213,8,3,124,31,15.500000,35,30,4.375000,3846,1263,480.750000,114.428571,102.146881,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCalendar.java,8,5,234,9,3,134,35,14.888889,34,35,3.777778,3851,1263,427.888889,114.428571,102.521368,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCollection.java,8,9,168,5,3,105,41,21.000000,42,36,8.400000,3151,1263,630.200000,106.142857,97.710884,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyDate.java,8,5,204,8,3,119,31,14.875000,34,30,4.250000,3846,1263,480.750000,114.428571,102.915966,2,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyManager.java,8,22,460,6,3,288,119,48.000000,116,116,19.333333,3373,1263,562.166667,106.142857,101.220497,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyMap.java,8,10,167,5,3,107,40,21.400000,47,36,9.400000,3151,1263,630.200000,106.142857,97.534645,1,0,0,NO
OPENJPA,openjpa-kernel/src/main/java/org/apache/openjpa/util/RuntimeExceptionTranslator.java,8,6,220,7,2,128,35,18.285714,36,35,5.142857,3805,1263,543.571429,114.428571,103.581818,2,0,0,NO
