IssueKey,FixCommitId,Status,EvidenceRows,FixedFiles,BugIntroducingCommits,BlamedLines,SameIssueFixRowsSkipped,SameIssueFixBlamedLinesSkipped
"OPENJPA-148","bc0c353ef0533d23863758c4bb5fce9008f2170f",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-148","e422a7d179d7f153927f3685acab59c1dcefb9fd",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1482","a720a9c6f69baa0dd3bed4953fbb772b5a0a4915",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1483","1a216e9fb71736bbcf2007c0e3a4463332280eeb",EVIDENCE,5,3,3,11,0,0
"OPENJPA-1485","4197457c850cba65612f29bb501f0f97e3e7fcd4",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1485","54ef07f799bfd130d825eef8a39257ff0f6eac1c",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-1485","7aad95a75b06f5620fb4d9ac9b50e1a8149d0e19",EVIDENCE,1,1,1,1,1,32
"OPENJPA-1485","a32573481e7759f1c29fd12f9850193b8e611690",EVIDENCE,1,1,1,6,0,0
"OPENJPA-1486","1000f39d355943c8bfc31322f5a26ffd5a2a1d53",EVIDENCE,2,1,2,2,0,0
"OPENJPA-1491","7c748e62df7235c4030e9b936759b0108ddc5c81",EVIDENCE,4,2,4,10,0,0
"OPENJPA-1496","31265de187e0f6ba913ec895ef9e3374f4ecea47",EVIDENCE,1,1,1,1,0,0
"OPENJPA-15","582c83b29b9e825ab80208737e1d4c88bb7859d5",EVIDENCE,1,1,1,2,0,0
"OPENJPA-150","372b83736d50dba2a81f947b4bfd8220b8f62ed4",EVIDENCE,1,1,1,18,0,0
"OPENJPA-1500","06e6582ab859de863a192f05665d59dfb6256448",EVIDENCE,1,1,1,3,0,0
"OPENJPA-1501","5668a18ec0a54730824d60d3a97a0c3031d4fda6",EVIDENCE,1,1,1,4,0,0
"OPENJPA-1503","ad106583e804914433e0ff9d3644b6e8894d821c",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1503","ad3cf2c68210d3ad53f71fdc3a5f9a543d12b748",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1503","c043302e1e6c90d2859ae5833f455a53a3c62bd8",EVIDENCE,2,1,2,7,0,0
"OPENJPA-1503","d82add658d2dd767680978e038501895005a3eb3",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-1503","e71cd295fcb912db12fa9d51e3a451fc2ffa2859",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-1506","80d6c79b52588dd0c0f7e1fd76f02b67a9b9a945",EVIDENCE,2,1,2,3,0,0
"OPENJPA-1507","e603bdc5c8e4a2d8c0be197490f2e71a33fdc553",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1509","23341c871cc395924aa984976c725af06af84315",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1515","d037890f7410c1d3f96d87ad876726578b43c61c",EVIDENCE,4,2,3,10,0,0
"OPENJPA-1524","dbe6745966ccd57b016ce50743abe43d918a83b9",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1527","7f319c44739aa96d4c54262c3c87d03ab857f3ec",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1535","daae61a6f50a98dddaf649d919d2a46e55567802",EVIDENCE,2,1,2,5,0,0
"OPENJPA-1536","ea49b4cc6abcbf3cb38468a01df4187151fa5498",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1538","4cb276067a472a4ff08636c208fff523bd38dced",EVIDENCE,1,1,1,2,0,0
"OPENJPA-154","09e7aab7778db72e6412625f39a9557d6a2646be",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1542","eca02573ba17e8e09bd0cf7120b87becd6f2646f",EVIDENCE,3,2,3,3,0,0
"OPENJPA-1543","11149ec5fba76796f2d3d9a2a8d26d7782d74a99",EVIDENCE,3,1,3,13,0,0
"OPENJPA-1543","c1a32728724dec004e04aad8d7896e87508e1bf0",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1546","3aea82e40c85ff6d653095a797b00a189681d64f",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1547","8248d81a683ff3a23cccfee3394e5784bdf14760",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1550","6503eabef5327eaf3c20965d75ad086c3c4480dd",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-1550","666ec6c6de38ba34062205f7d26913720eba8fa2",EVIDENCE,7,4,6,15,4,22
"OPENJPA-1550","695bd9c4bf3b1e71db0da472d351a8d5806d5529",EVIDENCE,10,3,9,34,0,0
"OPENJPA-1550","f82184314ec6a914ce5ca9c3b8fbfa9cab31e276",NO_EVIDENCE,0,0,0,0,1,3
"OPENJPA-1556","2798b0dd7304466fea04bff576188ea23ef7e05b",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1558","dd210a2831e005f3f51ec85b00ae56699ecde27a",EVIDENCE,2,1,2,5,0,0
"OPENJPA-1559","137ad1bacc9ae57248e0339dd4252b3efc833fca",EVIDENCE,2,1,2,5,0,0
"OPENJPA-1562","6d87bbdbb0d3571cf0e28f77273b1aab0cc79a2d",EVIDENCE,2,1,2,6,0,0
"OPENJPA-1565","1b20902b507ca7e7209132297266968a92e0d472",EVIDENCE,9,8,6,41,3,7
"OPENJPA-1565","4be5a5a194e541059709c9efcdd07c26990ab673",EVIDENCE,24,12,13,150,0,0
"OPENJPA-1565","4f11cba18a9009cb6e187df080358c3758c5006b",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1565","992ba73a7156efe8349639adcec7e714b359b99a",EVIDENCE,2,1,2,3,9,13
"OPENJPA-1565","cb895a2b25db52ebe4527a8845cf5a973dd9d54b",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-1565","f04031edc128146bb7cfa52e072affb904930a43",EVIDENCE,7,5,7,36,0,0
"OPENJPA-1565","f3b00d780109213bcef19166ae5d1894cab84c9f",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1568","8f45b5bf0b20c1e371874defd0b9c20b6c0f58fa",EVIDENCE,1,1,1,1,1,2
"OPENJPA-1568","e2df6f49e485380d9b462b486242205fec61a052",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1569","33e8df53bd3ea521634391064139938a0058364b",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1569","dab906385e2723423d5b9c243457ed2befc034cb",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-157","82a62a6b7800f0c218102c62232667390ef1d071",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1570","d69fb9a65af2ef739981033a7e755f6b6bde7e2f",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1573","a5ca9aae2d5160fb463bd7a619e999732d222f31",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1575","d1b0d0fd6d376a381a0e7b6fd0f87b5222a86c69",EVIDENCE,5,2,5,7,0,0
"OPENJPA-1577","41ce320cc0436552a0d90dd53ba8e875680e5225",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1578","1b20902b507ca7e7209132297266968a92e0d472",EVIDENCE,12,9,8,48,0,0
"OPENJPA-1578","845f9b50187f2a14ceb3826561945edb8742988e",EVIDENCE,3,2,3,3,0,0
"OPENJPA-1580","13e3c48caea0c7c8125b72f398f6443ce231902f",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1581","bd9b59c90f575b71a7167b48fadfb35ffa61449a",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1583","8c1175054f028ef00d219c054b66fd6634eca020",EVIDENCE,5,4,2,13,0,0
"OPENJPA-1584","15c64cb8f4db54346a10cc5c9183b3343db5c0b5",EVIDENCE,3,1,3,23,0,0
"OPENJPA-1588","43c4cff942f56fafcfeda67d7a0a25349066b90c",EVIDENCE,3,2,2,6,0,0
"OPENJPA-1596","53dddbeb8f0468a1f0728cd3e08a7d9d9cd1c701",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1596","5e6d42a5bc5bd23d72f555e32060e1dfa3a844bd",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-1596","aef5474423cb4f981da16c4534cb3117bb46777d",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1597","0df0c0142ff78f73934a03cdbc4655eeebbc0bc7",EVIDENCE,2,1,2,9,0,0
"OPENJPA-1597","371a31a41a78267170b4af8958578d291e074d5d",EVIDENCE,1,1,1,3,1,1
"OPENJPA-1597","3df86b0e95cf008678785f5dd8671ab1154dad1c",EVIDENCE,2,1,2,3,0,0
"OPENJPA-1597","a9648ec87e0414f0b27cf43fd562d85864c8f48f",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1597","c0ad7b61a7ad75b66b312e1c518390862d88b4a4",EVIDENCE,2,1,2,10,0,0
"OPENJPA-1597","cb0ca8f009a53d1856ec082674b35714c355407f",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-1599","0010c931cf1aca125dfba3e1b581acdce934e1cf",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1599","048ffd924d61e9a7b5e90df207900ad325ad2bbb",EVIDENCE,3,1,3,5,0,0
"OPENJPA-1602","b1a2190cf331462d5c6686df87588541f5bb8038",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1604","43988aba97d8a7f3309da10edda2e9e267da1c1d",EVIDENCE,4,2,4,4,2,3
"OPENJPA-1604","59cdb21326c40529904cc1997db9963fd0cf4b93",NO_EVIDENCE,0,0,0,0,5,25
"OPENJPA-1604","6f6e94df7614a48410abe9366e375abbce7bf312",EVIDENCE,4,4,3,6,0,0
"OPENJPA-1604","90355300bbec7ad38404dee8b25e3a4eb017e5aa",NO_EVIDENCE,0,0,0,0,2,2
"OPENJPA-1604","e36547dafcfd58c3de02ffc8f86d686e73b4eec0",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1605","5de5b5136f764f222ba099ebb7f9e2ba22814c43",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1608","53325aed75b92802f4649333e65fa16119402fb3",NO_EVIDENCE,0,0,0,0,1,4
"OPENJPA-1608","f03f7b4f61cf7470bbd690e458be189466c6b655",EVIDENCE,2,1,2,18,0,0
"OPENJPA-1609","4555af14af5256c0c30d39646d69be7b67ec0ca7",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1611","670d59ef0f54aa196308d6114dc7a0b2eff28e4f",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1613","7425ffca2dddbbe1bcc9b6a7f075e294b8948f2c",EVIDENCE,2,1,2,11,0,0
"OPENJPA-1618","db11713e8cbace63e5f56c0030e288a3796a64b8",EVIDENCE,1,1,1,1,0,0
"OPENJPA-162","afce8f543abfbcbe81eb87c7ed5e22c1879e44a5",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1625","689f42f7aa657402ae217c81dadee45b2e86c967",EVIDENCE,1,1,1,8,0,0
"OPENJPA-1626","d899ba81075c96cd6a46b724e49e3bcc72697b25",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1627","8a034d671755a672ce2c77af3830c97c1216b5b7",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1630","1ddfdcef963583c0b085494bdfb74325f9991a8b",EVIDENCE,3,1,3,13,0,0
"OPENJPA-1631","f90b0bb16fbc181b56c7e256de771bf6f21a0d7b",EVIDENCE,4,1,4,28,0,0
"OPENJPA-1634","78614963a0396123e0b0594ced458094e97435e8",EVIDENCE,11,7,7,29,0,0
"OPENJPA-1641","7851202ec6cadd5e38745bcea4dcfb224979a78d",EVIDENCE,2,1,2,9,0,0
"OPENJPA-1644","b62b8fc920a056c5f259fa65322433f277ddc106",EVIDENCE,4,4,1,8,0,0
"OPENJPA-1646","ee299cc0bd0942ef8da2156c36e342a443bb46a0",EVIDENCE,4,2,4,30,0,0
"OPENJPA-1648","c7addd5f51598dc111e89db16160c912e159c132",EVIDENCE,16,10,3,194,0,0
"OPENJPA-165","63c3748900811032ec5dc4e5e42d9745cfc53c4f",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1650","c7addd5f51598dc111e89db16160c912e159c132",EVIDENCE,16,10,3,194,0,0
"OPENJPA-1657","cb77af09f2a73e30e00f0b12d23169fff1e0f003",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1662","6ccd59c32bb3c3415ed527792a381052cf4b281f",EVIDENCE,8,2,6,16,0,0
"OPENJPA-1662","85ba2eada3ffc4eeba3ed8e913ccfee560d6b006",EVIDENCE,14,11,4,106,0,0
"OPENJPA-1662","ce0ffe84f24b591b79cc7fdc9f98fa970b118d6a",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-1662","f1c1c7878785f6c066bcba0944ebd8117cc6b701",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1665","5903f31e690d02f9824dff400e9fd2763c41ded8",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1667","18dd7e8542ca5e97f2e9d7b54495018c8864e5b9",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1668","a6cfb6c8482907e4ae240b2515a814792be3e06e",EVIDENCE,3,1,3,6,0,0
"OPENJPA-1670","1c01e8da2a9d37f885b7693b2e758608c04bd10f",EVIDENCE,2,1,2,3,0,0
"OPENJPA-1676","d5e876372dc1974dcf597820f811139d1f294bb6",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1678","323ebee840e6274e3023ce20417c13dc738c6d2d",EVIDENCE,2,1,2,7,0,0
"OPENJPA-1682","79b9583a46d744f7d46e50de383eaaf573c8fa9c",NO_EVIDENCE,0,0,0,0,1,11
"OPENJPA-1682","fafc33b3cd1cdd5a2060990c30e5f9b26435368f",EVIDENCE,4,4,2,16,0,0
"OPENJPA-1683","f03598fe592eb44ecace70cd2dfe7bfd79115adb",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1685","9d33fe34b8cf330a330c7d70162c23f16fdc436c",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1686","2d21d726ab41b3e80b3326c41e9e9bfe9523c8d6",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-1686","3865aedfaa85d4d0be8f0699ccf169723ce90240",EVIDENCE,12,8,11,158,3,43
"OPENJPA-1686","59c7001e09e34a7394eb534ec88bc1975b2120d6",EVIDENCE,3,1,3,46,1,4
"OPENJPA-1686","a873065db7f3b9190ff47a88bff1b2cbce3d3e89",EVIDENCE,18,11,14,40,0,0
"OPENJPA-1686","d31ec1274b31746e171c5b31a6a038c30991c24e",NO_EVIDENCE,0,0,0,0,2,5
"OPENJPA-1689","8781af1e8861e21fd92ed7b004cb9ac50d14d624",NO_EVIDENCE,0,0,0,0,1,4
"OPENJPA-1689","e372349aebf983e07dc6509861e885fb294e9e16",EVIDENCE,2,2,2,2,0,0
"OPENJPA-1690","2f880eaacb9481688eee2ac5b596b788f9a78b6e",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1690","939f644e775bcf6686d4e8514069799bd1fe2b02",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1691","5a98879567c0288cd1117aa0b177091fa14706bc",EVIDENCE,3,3,3,8,0,0
"OPENJPA-1691","8a7ef392f3827e8d519b1076fd4d8f6c012420c4",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1692","14cfcaa3ccf7b4229f1745b53e0b976e3aab250e",EVIDENCE,7,2,7,40,0,0
"OPENJPA-1692","17246f5ff28123fb24069b3f3e6f2c3a5d8be81c",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-1692","3905b52a90c1eebe7d95105a0043c684dfb0698b",EVIDENCE,4,2,4,8,2,2
"OPENJPA-1692","703bd8db8a82c09051e5c453bd5c849bc532b556",NO_EVIDENCE,0,0,0,0,1,10
"OPENJPA-1692","ea8dc8b630305acd9e680744c486eff12afb1ba8",EVIDENCE,5,3,5,12,0,0
"OPENJPA-1695","efa71484df0c6cbda33b62d9c181e2d31f30ee8b",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1696","152e5d2d4fc50e8d8d946efff95c09c513b7fbe4",NO_EVIDENCE,0,0,0,0,2,177
"OPENJPA-1696","493bfe0e1426297ec4dee448bd10232529722c22",EVIDENCE,4,3,3,5,0,0
"OPENJPA-1697","832b5048bd6c22f27b8015036ee2669af4192986",NO_EVIDENCE,0,0,0,0,1,6
"OPENJPA-1697","d781b913d1341dff8cc9acc809f07d7c27de6890",EVIDENCE,1,1,1,4,0,0
"OPENJPA-1697","eac9c66b74a1ef21bf3f430ed84f83965bdc3a4f",EVIDENCE,3,1,3,5,1,1
"OPENJPA-1701","a88939693be3f3b732319e5d9599348466c3202b",EVIDENCE,1,1,1,4,0,0
"OPENJPA-1702","f03b417d416e292e9ba4f99632e10a137583f8ae",EVIDENCE,1,1,1,4,0,0
"OPENJPA-1704","a7c61414caff614cc33c664357f93394ca8f1744",EVIDENCE,3,1,3,10,0,0
"OPENJPA-1713","4d5d3a6aedc9385afcf95ced83ef0b71843b38e3",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1719","5ad6624b531aa73a595680e8d53cd1da2b432b7e",EVIDENCE,4,2,4,25,0,0
"OPENJPA-1719","a4038dadefbec53535ba84713b32e01706f25a77",NO_EVIDENCE,0,0,0,0,1,6
"OPENJPA-1722","512122c4bafdd3ff036f06e0fd79d67b694bd2e9",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1725","1125b86310b7c08efb2b524633acec52840093e1",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-1725","aa88b32b06ec37c1b618d3e4c2d552b852a0b1b5",NO_EVIDENCE,0,0,0,0,2,4
"OPENJPA-1725","c159730005aee494d916063b947970eea0179899",EVIDENCE,3,2,3,6,0,0
"OPENJPA-1726","0b80f23e703e09f6d219ca2e1ce5e1051073f9ed",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1726","42b0b38815b90afde293c230854b2887d6bd79c8",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1726","90373cb93fbff9cb8605401f4ff64d15b300e858",EVIDENCE,2,1,2,4,0,0
"OPENJPA-1726","99eef9d0184f8f8f636593caf95f69e3f2ae0e8f",EVIDENCE,1,1,1,4,0,0
"OPENJPA-1726","a0b6b2a85d817ae92812fe8594f4c5d351ac8f0e",EVIDENCE,2,2,2,4,0,0
"OPENJPA-1726","bfad6bc65fc4307403f4fd947f26d52c627065cb",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1726","f8c32d45d2cf0e22a9ce747bfc258321796e6a9b",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1727","4dcca875006e4e2c0a91a6d9e961617f34a69898",EVIDENCE,2,1,2,5,0,0
"OPENJPA-1727","bb7c9b2fd8cc0077cdde85e6cf595c2b54d611c0",EVIDENCE,1,1,1,1,0,0
"OPENJPA-173","a044af3287e0ec164de9d0b6841998369860045f",NO_EVIDENCE,0,0,0,0,1,3
"OPENJPA-173","d5d214c1821cb78f4bf644cf0c1fe2d5cb092f69",EVIDENCE,1,1,1,7,0,0
"OPENJPA-1736","93c0bbea8feb8449956dd5af2799c4efb70cb8f5",EVIDENCE,8,3,6,304,0,0
"OPENJPA-1738","6d8b5782c9cb1f75bbe6d9c483e4f1b54f8207c7",EVIDENCE,1,1,1,3,0,0
"OPENJPA-174","229f24547add9fdf5c7414cf98895bf85f83e9d6",EVIDENCE,2,1,2,25,0,0
"OPENJPA-1740","44a7674d6ef00a358a9d8d51c7a5fc219518c34c",EVIDENCE,6,5,5,35,0,0
"OPENJPA-1742","ebd30a7cc7a59f78a25aea3161f7cc11bedef084",EVIDENCE,3,2,3,31,0,0
"OPENJPA-1743","459dddcd5946f45baf0a74bc1dfafd795a6d1494",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1746","40e05de74205a5a8b5cafdc0d8f1cffc9223dd95",EVIDENCE,3,1,3,9,0,0
"OPENJPA-1746","a18edf3f92670bc100eefed84523009052db4cbd",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1749","e97e42b3eb5a3297f60e4c9a816d8dff8a8f9359",EVIDENCE,1,1,1,1,0,0
"OPENJPA-175","ae2d8685e1221f3a8ab8a96cc20f2b2cd2aa208f",EVIDENCE,3,2,2,21,0,0
"OPENJPA-1756","1b07ef0bc7f53a71b4301f242e6b04963b2a362a",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1757","e65737308ba646ba29eb741983d691ccb6b0f944",EVIDENCE,1,1,1,3,0,0
"OPENJPA-1762","0836fba1588af1a9c4f1544bd123a3333fcd4a6d",EVIDENCE,1,1,1,2,1,1
"OPENJPA-1762","4b19d0fa4ad20b385125b5502f886f64016d5665",EVIDENCE,3,3,1,3,0,0
"OPENJPA-1765","319ba414835f6b2826905739eaaa9958fd583ede",EVIDENCE,4,1,4,12,0,0
"OPENJPA-1768","3a2d50e0114aa180d9b2d31bde16ddf943f5c13a",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1769","63a24dc7bbd3a99be2d750b5e05303f78e48f6ce",EVIDENCE,1,1,1,3,0,0
"OPENJPA-1770","3b20d750e73919118acd035b194cbe9ad64e7fc2",EVIDENCE,3,2,2,3,0,0
"OPENJPA-1784","35205c46acdd25acd7370837bb72baab900f5bcd",NO_EVIDENCE,0,0,0,0,2,9
"OPENJPA-1784","9c25bd16339a2421edb24713dae2b2b9e9998f14",EVIDENCE,2,2,2,2,0,0
"OPENJPA-1787","0971bd301c73bcc82215ecf4d9e18a9908ee5d34",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1787","6fdcebd67367fb1dc9d7d50362bfbce35a0b54ac",EVIDENCE,2,2,2,5,0,0
"OPENJPA-1788","208347e88d06ea095c3893c622f215f8b8a6fbcd",EVIDENCE,1,1,1,1,0,0
"OPENJPA-179","f023f58562aeebe2ee9c456c06720de782b70116",EVIDENCE,2,1,2,4,0,0
"OPENJPA-1790","474c1b60c9363028ab9e23edbdd546115732de1b",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1793","582e91b867963a008d2a8f398a8bd1c97a217a4b",EVIDENCE,1,1,1,3,0,0
"OPENJPA-1794","ca76712e3875051422c4d121bb5008f81cfd3f61",EVIDENCE,7,6,3,9,0,0
"OPENJPA-1800","a093e9daa6f01385758993501e155f837ac6b524",EVIDENCE,2,1,2,3,0,0
"OPENJPA-1800","c1b941f3d16b8d0fa4e9388c236484d42aea2438",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-1801","426dce38672b3d6c117e3cba912d83bc1b69ec9a",NO_EVIDENCE,0,0,0,0,1,3
"OPENJPA-1801","54bef663e7d9f8ddec9e5434ca1162b09662bcab",EVIDENCE,15,5,11,255,0,0
"OPENJPA-1804","b76ab3884e1bb57e9b066d06ea516455d2de01b2",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1809","9b105a2f00e451e190defd033c70271020de034d",EVIDENCE,1,1,1,1,0,0
"OPENJPA-181","f7aef4581483be989ba84eed1ea71ce0f043c17c",EVIDENCE,7,5,3,54,0,0
"OPENJPA-1810","09dab24fcd5b44519db55fc0ab3d51b6e1446c8d",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-1810","ad98d444e1f43922ac61a25ae57bd7ccddfc6178",EVIDENCE,2,2,2,10,0,0
"OPENJPA-1811","cccd4c799d683d9beb78e9ed87c4974ca2b8306c",EVIDENCE,3,1,3,24,0,0
"OPENJPA-1814","cde2a4aaf278bc552f81158a6a573d15b775369c",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1818","0bcdb27e8fc9d3f011e60a75ee570a04fe3e2a10",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1819","a4080f46f5aa1b420e4910209fc0eb737624dba8",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1828","60e88f82faad894eddf23dc3a71c537e02baf4f1",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1830","739ee54c198fc0a284156f40299e906b2b74db03",EVIDENCE,3,1,3,7,0,0
"OPENJPA-1831","be183a3a94d5c1add4496473a57f5334dacc54ec",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1832","2df8af745705b0fcfea38dd1a4b38604e9d12de0",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1835","2e11a6a90be6345a3b2f5451bd00705b5c461800",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1837","75bbc90899fb644387e7cba5c5c77e5e5adc8de3",EVIDENCE,9,6,3,20,0,0
"OPENJPA-1837","fdf58d63ba0f7bf1c844e4b5da3fb904b90cf546",EVIDENCE,1,1,1,3,0,0
"OPENJPA-1838","d99e1dff36ce235658c1ec5e06311509051ab4b4",EVIDENCE,2,1,2,6,0,0
"OPENJPA-1840","f9cfbbfe2cc5cdea1b2d9885caf24c2413a7beb5",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1845","54234f6102364783f1349338fd606269409ba367",EVIDENCE,4,3,4,6,0,0
"OPENJPA-185","57f9f3af1da42be60f8d73594d4d1300909a83d9",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1853","c9bad3efcd992737adbd3df6db91b11794a1228a",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1856","04b1abb0393fe8f7186b507650b5bd279576bc9b",EVIDENCE,3,3,2,3,2,4
"OPENJPA-1856","7c377a90434f30c555a60bf2d9f5345d798b8bd2",EVIDENCE,3,2,3,12,0,0
"OPENJPA-1857","c3c97f7cf3477d92d94e792e8aa8bdbb36991df3",EVIDENCE,2,2,1,2,0,0
"OPENJPA-1866","8cfea1bd5f95cb05caebcecec0333ddd29912302",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1867","d99b9ba0341c827e69ed235d7a3f42d31673f15e",EVIDENCE,2,1,2,15,0,0
"OPENJPA-1870","f946f8383bc3ca287f8711a486c057d5aee082e9",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1873","4bffcc9c9a3786f3aeb0a7a386ded3bdf25decf1",EVIDENCE,8,5,7,57,0,0
"OPENJPA-1874","6d423c5b6b04f683b545d2890f0d74b785f44be5",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1877","3c52abb73d84b4951c1db8e401583975f7d3793b",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-1881","5040a436e7dc394dececa869321cfae52f30e4ac",EVIDENCE,3,1,3,4,0,0
"OPENJPA-1882","c960f725cb6d6ad6211ceec654ea657ccbebface",EVIDENCE,2,1,2,8,0,0
"OPENJPA-1884","b56fcf328763c661e1651c2ec1f2888efa9c9155",EVIDENCE,9,2,9,13,0,0
"OPENJPA-1886","98ebca2fe72b02c785715c29decb92808a288f88",EVIDENCE,2,1,2,5,0,0
"OPENJPA-1890","dcaa2177c6f89620b373823803adb7c819436e07",EVIDENCE,1,1,1,2,0,0
"OPENJPA-1892","73cd30152044f4fc56f25eb4b64529983dc9b0a1",EVIDENCE,2,1,2,3,0,0
"OPENJPA-1893","2ef2640092c857bf1cea1808a3a10923f50d3dde",EVIDENCE,2,1,2,3,0,0
"OPENJPA-1893","d12209163ebb77899629394ad563cdbe19c1fff7",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1894","7178dd3f002380aee3205d83150c0d9a2d135ae4",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1896","caeb66ab25f06be62007e086b38b6d03f1eb5a3c",EVIDENCE,4,2,4,7,0,0
"OPENJPA-1897","a0907bfc3f6f58fe6dfc09557934166a9d51cda5",EVIDENCE,2,1,2,3,0,0
"OPENJPA-1900","a927273cf98f33d57ccac0de89d84dbefd7c90e6",EVIDENCE,1,1,1,5,0,0
"OPENJPA-1901","52ea95686b7febacae7782817901faa54c120beb",EVIDENCE,1,1,1,1,0,0
"OPENJPA-1902","502e997b9ca45fd380090e4659e75e9486ccc965",NO_EVIDENCE,0,0,0,0,0,0
