IssueKey,FixCommitId,Status,EvidenceRows,FixedFiles,BugIntroducingCommits,BlamedLines,SameIssueFixRowsSkipped,SameIssueFixBlamedLinesSkipped
"OPENJPA-2478","d7dfa322d613e53ebd960541f60c2830d4d27260",EVIDENCE,1,1,1,3,0,0
"OPENJPA-248","c634dcb4d81b286fe77bc1cffdd92c811116948c",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2482","51e2b70be5d42530dbb97cae436f28968c7f1182",EVIDENCE,4,1,4,10,0,0
"OPENJPA-2494","077ad2b4462cd2be819df5485d906632488d73be",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2502","b95e0d1c6c2e2cc8f6f9d422058dfe232f6091d5",EVIDENCE,2,1,2,3,0,0
"OPENJPA-2505","86c478ac0750801355f256e94306d13bce9e0c65",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2506","0a91a631b85b614790404896d190119d062f590f",EVIDENCE,2,1,2,52,0,0
"OPENJPA-2507","da48a0ad537df1e824471fa80c77062f77030ce4",EVIDENCE,4,1,4,8,0,0
"OPENJPA-2508","e48cd3e59d82ce352d161109987f283ecc369b66",EVIDENCE,5,1,5,26,0,0
"OPENJPA-251","18e83a09b18fde4721af69123fd4c7799bcca00e",EVIDENCE,1,1,1,7,0,0
"OPENJPA-2517","104fce25c2d9994b07987ecec93215176337ee38",EVIDENCE,2,1,2,2,0,0
"OPENJPA-2525","319bb37fe1725e998531c4e62cf9133dc42b8639",EVIDENCE,7,1,7,11,0,0
"OPENJPA-2533","08d94d75d68742fce002f65583844e5bb253b12e",EVIDENCE,5,1,5,13,0,0
"OPENJPA-2534","69f3a6e1c92d317ec35ce2740dc0407766eef599",EVIDENCE,6,1,6,19,0,0
"OPENJPA-2534","b659ac25783be780938623974195d03efb0137cd",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2536","8129fe685bb7788ee5cb192be39d80b0f097f01c",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2539","856fefb2c835fd0e46ce7c2a362720ac7f5b714d",EVIDENCE,1,1,1,8,0,0
"OPENJPA-2542","b48106b0720d6ae199da5391aadcf3d4b40c5d13",EVIDENCE,2,1,2,6,0,0
"OPENJPA-2547","4ca9dbd7418f4193daceccf00131f0c67dedcfe5",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2555","0530b5b72ba00a3014e67c9ee4c3e8bfcddabb76",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2555","3b4c2e6f427de1f6f1e21a9c5a0cca4e5730167e",EVIDENCE,1,1,1,1,1,1
"OPENJPA-2555","4e59c4836407382f853306dfd0ffbd14cba6e5c1",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2555","9461ffdfcd870b1aeadf1eab3e8181c983a595b4",EVIDENCE,9,3,8,20,0,0
"OPENJPA-2555","a7969c120bfba06b883f319788fc50ca0ef06b69",NO_EVIDENCE,0,0,0,0,4,7
"OPENJPA-2557","6591d4d464967b47185a77b1fa88a89bd4fdc8e0",EVIDENCE,1,1,1,1,0,0
"OPENJPA-256","b0cddf4e2d87d5a4f3c19d24cec89c4df4b9660d",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2567","9a98d6a2bf8203a1cead34d18f705e380c829cd6",EVIDENCE,16,2,15,49,0,0
"OPENJPA-2571","7b1c24e1fa855114a28a7c065039798a5a0ef704",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2576","85556cb9eadeeac522860eefa8269858d196f94a",EVIDENCE,253,252,21,256,0,0
"OPENJPA-2576","fbbfc9d3245089284129dcd719c289a877867169",EVIDENCE,32,26,24,71,0,0
"OPENJPA-258","171dc5d46aeb2084b2fc2f92079033117b413ac4",EVIDENCE,1,1,1,3,1,3
"OPENJPA-258","62c8c548d90295d92e5aacd3adcdce0e785bf553",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2586","e5fa4e32dfb41fe5c20ec2afe0b3397a4f81f870",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2596","ea1682c42511894999e7f3c155adf8b4d8785c1c",EVIDENCE,6,3,5,9,0,0
"OPENJPA-2597","72be5f17209fbe92415a2ebed59d0d25d0a3b785",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2600","3f040fbe1da7375a3bc1bf95acc52d6f1431918b",EVIDENCE,3,2,3,5,0,0
"OPENJPA-2600","a51d3c5c7b02af5ccb5606685d01f1785b3b79c7",EVIDENCE,4,2,2,547,0,0
"OPENJPA-2601","41c05d1bbe5f3b5c5e103ff7ae63da1fbe1b8448",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2603","977ba12bfafc3de8042e93e162985d003cd6a641",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2605","e98845758db72b188e9b73029266f45a8215e2de",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2609","28da3eaccfb62847285dc270318dd2fc873afe6e",EVIDENCE,3,1,3,7,0,0
"OPENJPA-2614","c5b97348fcfcb77d1a0c00813bc4c18bf85140f7",EVIDENCE,3,2,3,9,0,0
"OPENJPA-2617","1dd5571047bccbd75043e7d8c7048ed88b914e03",EVIDENCE,2,2,2,2,0,0
"OPENJPA-2626","88e01d2fba1acd82e70100d001699fcb989d6ea8",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2626","a5788cc859181ad55354083930e2c515a35df95a",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2631","41827d794dc0635a71f846ecb8a213bceca4f961",EVIDENCE,4,2,3,6,0,0
"OPENJPA-2632","a453aa9f462cccb99f028426298e885c25b0cee2",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2636","6955ddaea11e7c89199517ac0cceb5edc1eb368d",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2640","0ac7140b82a35e8066c4b5e4765ba341a82fb410",EVIDENCE,5,3,5,8,0,0
"OPENJPA-2646","8be86a6903dcf5d6486bf5578486fdd1fd28fc4a",EVIDENCE,6,3,5,24,0,0
"OPENJPA-2646","ae4b7425274ee82ba40e000bbafcc02a2e1a2eea",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-2648","515756b8237353b07d8fa617dc9d6f797ffddf6a",EVIDENCE,2,1,2,11,0,0
"OPENJPA-2650","68fea1a51cb8a553127ce33f38ace2e3aaa70729",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2651","4afdb070427b8b3f2ac3f18c9629d9509727de20",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2672","be71987b9c7f14af11718351a883582843eaa4ae",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2674","4068d5ccb29f65d9a09daebcd232b7c8c1a2ed5a",EVIDENCE,2,1,2,4,0,0
"OPENJPA-2675","701a4e7d2715b844f3b522400eee2024b1aac049",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2684","635dd436cf12d83d40f73fa2b9ac77780e085de8",EVIDENCE,2,1,2,17,0,0
"OPENJPA-2689","8567a5e5c20b8e987b3612ef75c6011e51221d83",EVIDENCE,1,1,1,3,0,0
"OPENJPA-269","058c174bef04520e4801447716b5c9203567a56f",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2690","49c1478cf3f107d9f7069bf2102d8cf0b6ca2b12",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2704","4477ace6fde890ffb41fd10c548de2ebbe6f423c",EVIDENCE,3,2,3,9,0,0
"OPENJPA-2705","5c94a7ff67ad38f6fdcaa7a950eeb9622ff960aa",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2707","2898b4e342591dc98848663caa74a9bb7fee35b4",EVIDENCE,1,1,1,1,0,0
"OPENJPA-271","9975362f1f43b4f1c7bea9d3fb02c27c03f098de",EVIDENCE,7,2,7,78,0,0
"OPENJPA-272","9382677eb148b417ae0328330e858cb6396c1a4c",EVIDENCE,2,2,1,9,0,0
"OPENJPA-2725","14d4b8007cddcbd6197404f7ad435b9b514b2859",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2733","0e4ec5b392b978c4515b26c60e485f2b610de94f",EVIDENCE,10,4,10,16,2,5
"OPENJPA-2733","80736f6e9d38dfb180c89cec6cb2916341165a5c",EVIDENCE,6,2,6,6,0,0
"OPENJPA-2733","f9b59689d45fdc5615da6779ad097173e729616b",EVIDENCE,1,1,1,3,1,11
"OPENJPA-274","774e7b5b8c3a07ef01fdeb5d38f1c4bb59dda9b0",EVIDENCE,4,4,2,8,0,0
"OPENJPA-2743","ef98e1848096448ba7e60f65839d69451dfcc06d",EVIDENCE,2,2,2,2,0,0
"OPENJPA-2756","db6f6b642203d60ae1fa7576715e180c6bbe6081",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2757","39bde81aa2fe6f5ac8348bf4a6a39669b67dbe7d",EVIDENCE,1,1,1,5,0,0
"OPENJPA-2761","aae0a95f6c8f38e0df18e5f538761ee502d9eb08",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2768","c1d9fd3c62ab40a893749ac3338b3ed20ddd6567",EVIDENCE,8,3,6,90,0,0
"OPENJPA-2770","9e222652dff1d959a2252cf96e5abb48a11dd7fd",EVIDENCE,2,1,2,4,0,0
"OPENJPA-2771","43aa42ccb533212db9acf1a238d24172b18dc513",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2772","11863ed9327c70420c2a537dafa380d3fee7b548",EVIDENCE,2,1,2,7,0,0
"OPENJPA-2777","cb20dd6b95a07fe87bf46a2c33580322d0b11cd0",EVIDENCE,8,2,7,31,0,0
"OPENJPA-278","e286a915d570b48956e93105bb84321a89659aad",EVIDENCE,2,1,2,3,0,0
"OPENJPA-2780","75999ad5d93b73d6d363364c99caac2c5e104877",EVIDENCE,2,1,2,16,0,0
"OPENJPA-2781","8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29",EVIDENCE,5,1,5,6,0,0
"OPENJPA-2785","f9b59689d45fdc5615da6779ad097173e729616b",EVIDENCE,2,2,2,14,0,0
"OPENJPA-2788","00bd91cc2c858949486acb4e8063176be9a48842",EVIDENCE,4,1,4,15,0,0
"OPENJPA-2789","eb2dbec1273e52d4258ed2b183106ca8d098ed94",EVIDENCE,2,1,2,2,0,0
"OPENJPA-2795","c13f0b0e136b0c2730c769948937975a92055940",EVIDENCE,1,1,1,8,0,0
"OPENJPA-2795","f92c85314dc55c780378519c5ca6e20c8deb76e3",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-28","bea15fff475ba4235b54925602b3ba7c53189cbf",EVIDENCE,1,1,1,2,0,0
"OPENJPA-280","124f615eb51b063bbf2856cd487d168b1da5f839",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-280","2f5d52b7e703327cc6047b641d66e79f860c2bf0",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2807","ff2a1e6c1f8655a52fa9db5a8b1e9ffe54f92f81",EVIDENCE,5,4,4,22,0,0
"OPENJPA-281","c34fb4e80ef3597fc11c72640cc80d222d1fe282",EVIDENCE,2,2,1,2,0,0
"OPENJPA-2810","2a579043550b1cc4d1e6348ff65b8bb86c861928",EVIDENCE,2,1,2,11,0,0
"OPENJPA-282","065d3e2f59afff648660be408f864eca30153054",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-282","3fa609873b76746455b7c0355de7ac4dda52a14e",EVIDENCE,1,1,1,4,0,0
"OPENJPA-282","e959466d1dfb8749fe4a8e8c99743ce73513391c",EVIDENCE,1,1,1,4,0,0
"OPENJPA-2821","94a033d83bcab3e8f00c9927533ae9889c3d11ec",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2828","f93ea15745531838caf87022424604044302e95b",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2829","8dbdc143219734d3c8ab05f13fa11b791e643458",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2830","a38684b3231e13cef7fa6588194c68f226589d52",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2832","b24a6a239cafc968ecaef4ab683495eb3fbe11e0",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2834","0b68db6ba164943d8470d46fb4de326a19fc9485",EVIDENCE,1,1,1,1,1,1
"OPENJPA-2834","4a546f759cee4220495e4206abc3c0503af204fa",EVIDENCE,1,1,1,3,0,0
"OPENJPA-2834","574e226ba074dda5927623f5f1b33c009c4d1187",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2834","6f2692228fbc75656f34c5d1d7cc6dbe2de631ca",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2834","9fa619f94ecec2510d2ec560bb719eecd8f222c1",EVIDENCE,9,4,8,14,0,0
"OPENJPA-2834","bd015d02e95bd3d7c39f3b0a9bdf2cb448bedc75",EVIDENCE,1,1,1,4,0,0
"OPENJPA-284","a5d1acd44ec6f9a2a47d7fcda05bd51ae9ab9a82",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2842","61b30777d4e83646325006175f918d9fb2ef45c9",EVIDENCE,2,1,2,9,0,0
"OPENJPA-2843","b29976342c912ca5db47ef529cba025b3fe18430",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-2843","eef64ccd69c48ba8c7193509f6f621c6315bc74e",EVIDENCE,2,1,2,13,0,0
"OPENJPA-2848","c7c13d3e8be25512b0e9451f5bbe3706a07c7206",EVIDENCE,2,1,2,3,0,0
"OPENJPA-2849","1a8bcfb6b1bd08d3f0158c023307c3cea2512d98",EVIDENCE,2,2,2,3,0,0
"OPENJPA-2849","25af7c35ee04fd198e95a5e3767530852a432ee6",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2849","72df0228cab9637e23b4a7a3aa90b7e11b0fd7cf",EVIDENCE,6,1,6,23,0,0
"OPENJPA-285","f61968f30255063c02971f041a0111e5dcf84220",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2850","8283ea0fb2d455118c133540ef7f2bea4ae597cd",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2851","6db4db7f512e67b7ea1e3aeb124a4e0343df79d8",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2851","76225267d90f9abe559dc63a7f5f74a1aa5bcd93",NO_EVIDENCE,0,0,0,0,1,5
"OPENJPA-2854","c3bbb92557743928d045e1061360f3bfd48b182e",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2855","2a3fc7386182ce7e4a6ace5b8f5a926766e53041",EVIDENCE,2,1,2,4,0,0
"OPENJPA-2856","ab8090f5566c68fd3d46600158527de14ce622f2",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2857","8d3acdc11ef04890718fc8e6d24063daa254ebfe",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2858","7f92be5e2bfbee3c2213f8d2609e9f619647d39f",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2859","1c30090c8c611843860ff83be862e22cbcf46cee",EVIDENCE,2,1,2,2,0,0
"OPENJPA-2860","044c7d27b1e787509d00837443511a9f76cbf6dc",EVIDENCE,4,2,4,7,0,0
"OPENJPA-2861","0fc957a02be3c4ad2f862f1424e56717b0887917",EVIDENCE,15,2,14,36,0,0
"OPENJPA-2862","5fd5de9fb8931548f98888abc2d577a4aea341ad",EVIDENCE,1,1,1,5,0,0
"OPENJPA-2863","683e78045cba80703154207a96e5935d64a076e1",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2864","a68835381e0975aa1c75cd381e5e37d63b1d0db1",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2865","59a8586855b23cc38cf0c79c4ab050f9f1de7bfd",EVIDENCE,2,1,2,13,0,0
"OPENJPA-2865","8e18fdbbbc29f39764f969168dcec58583721f39",EVIDENCE,3,2,2,4,0,0
"OPENJPA-2866","d6a64bebcd275c1af8e9b9eebeb7ac741321c433",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-287","1c9f0ae0ae9c4861d9f0181b3f0174dffb7eb87a",EVIDENCE,1,1,1,2,0,0
"OPENJPA-2876","c6f42826b72940aa771a394d42173b2f7fec0428",EVIDENCE,6,3,5,33,0,0
"OPENJPA-2877","116eda990351130f70ec384c182efecd36b26977",EVIDENCE,6,2,6,64,0,0
"OPENJPA-2877","8ff3dff49b4754205315df0d144e2e9da1fe6880",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-2877","a0e40795ff786ca74d2f63b9f5956332c0114856",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-2877","d698ccaf00ccffd2a15430363885dafbe5a66ae9",NO_EVIDENCE,0,0,0,0,1,4
"OPENJPA-288","99950ad3ff9d4d9adbf104dab04f3a3e036e384f",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2882","30c443dcc32fdc43b75431c9579f8ca415421d17",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2883","9113461cb98d2c608ad6cf4d703521a1d1780fec",EVIDENCE,1,1,1,4,0,0
"OPENJPA-2883","e9f3f9cdfcbb6479e02a477730debb320e5e5dbe",EVIDENCE,1,1,1,8,0,0
"OPENJPA-2891","ad5f05112a06dbd0592f4bd158900037e32f2ccd",NO_EVIDENCE,0,0,0,0,1,13
"OPENJPA-2891","fe423839f134be2d6a13fcbc3e4d91961b869340",EVIDENCE,3,1,3,5,0,0
"OPENJPA-2898","23e0fa8d650c991d7a3b0974d2bc361320a2fcbf",EVIDENCE,8,2,6,10,0,0
"OPENJPA-2898","63f631d78ddf4070f12e0a4bd18385c8784796ce",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2915","33372a718ef48243f7774af43c4172d8407dfe18",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2923","c3fff2cb0ff71a14ed5e2e3eb8242b2fc950db4e",EVIDENCE,2,1,2,5,0,0
"OPENJPA-2925","f2520c06dd23b50f6b6a5d9a1e9e004176d2ae81",EVIDENCE,1,1,1,1,0,0
"OPENJPA-2928","c16c8348a0d7a3da6da3a2c2774631a5359e6241",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-2930","6f4cf5b11b5bc5ffa0da1925260cdb7fbf7b8fe5",EVIDENCE,2,2,2,4,0,0
"OPENJPA-2932","4cc3050998afbdf8d59d5e96ccc9ff0580ee07ff",EVIDENCE,4,3,4,51,0,0
"OPENJPA-2933","141bcd6e8e61486a4f1d653ec040c6bdc7976745",EVIDENCE,2,2,2,8,0,0
"OPENJPA-2936","3c2bae980d3c79eb1e664d54218c9f0d0fdf20a5",EVIDENCE,2,1,2,3,0,0
"OPENJPA-295","4150e7f566680cf07ab70a58faa6b12f26b6574a",EVIDENCE,10,9,5,18,0,0
"OPENJPA-303","a1d28857fa6cff6a6374b5f10d747b8538af9cdf",EVIDENCE,1,1,1,1,0,0
"OPENJPA-304","872d00888d786f97f027946f59cd9c1962487fec",EVIDENCE,3,3,2,13,0,0
"OPENJPA-308","d5ef5d1f3db5251683f1888da5353fb765584fe2",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-311","99ecf9564bc9f260bde9f702b2a79b121414345a",EVIDENCE,1,1,1,6,0,0
"OPENJPA-312","88f293dec94ee995603f7c4b895cc26bffb0ac67",EVIDENCE,1,1,1,23,0,0
"OPENJPA-313","26b0e498455ffc4062ff4d06feec1d18ea560572",EVIDENCE,1,1,1,2,0,0
"OPENJPA-313","4e81825171676204c7e3ccaeaddbf679f0c5a590",NO_EVIDENCE,0,0,0,0,1,28
"OPENJPA-313","c014c925382f115e067fb9265d9c49f96aaf17f9",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-314","8dd6857f67991d646727bfd3597d8b5b9b03d69f",EVIDENCE,3,2,3,8,0,0
"OPENJPA-315","8dd6857f67991d646727bfd3597d8b5b9b03d69f",EVIDENCE,3,2,3,8,0,0
"OPENJPA-320","71f44f884e20bc6b08e339115bf14dc09a1ee8e5",EVIDENCE,1,1,1,1,0,0
"OPENJPA-321","52d7ab797565c7b182a87128eb0a484a7e9237a7",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-321","eaeebf20c7e89466748e4c872a6c15a732351382",EVIDENCE,8,7,3,9,0,0
"OPENJPA-326","071a9abbbbf852ddd8fbba083d2b139e4b340dc4",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-329","18e83a09b18fde4721af69123fd4c7799bcca00e",EVIDENCE,1,1,1,7,0,0
"OPENJPA-331","008b249c241dae1cc91a2c74f0621afc8947a5fa",EVIDENCE,2,2,2,3,0,0
"OPENJPA-331","69ee1ce7f0f6b819a38128ffeddbb5c235942af9",NO_EVIDENCE,0,0,0,0,2,28
"OPENJPA-335","809cb370030c72970ed499c3003aa5400b3a276e",EVIDENCE,1,1,1,1,0,0
"OPENJPA-339","4dae2231cc3253d8d98590476d839500268584f8",EVIDENCE,3,2,3,6,0,0
"OPENJPA-339","62b3725596582caa622cd068de3f28a6bd8fa976",EVIDENCE,5,5,4,11,0,0
"OPENJPA-340","54d1a24320ffae8bada3281bf28d28490de284c3",NO_EVIDENCE,0,0,0,0,2,30
"OPENJPA-340","6868b1cc4a104a7224510ad5be5869372ffbe80c",EVIDENCE,2,2,1,5,4,19
"OPENJPA-340","9d40841d48636bff9246b2ddc6fb3005dd8c9374",EVIDENCE,2,1,2,10,3,48
"OPENJPA-340","ff4a96e707337123c3e94ba641b504101dd05c79",EVIDENCE,21,11,10,105,0,0
"OPENJPA-343","8500feee82da1dadbc37833ce22aa2626bbe8828",EVIDENCE,1,1,1,1,0,0
"OPENJPA-346","a7777cb075dc6b6dc58d25562e772346d3209a8a",EVIDENCE,2,1,2,7,0,0
"OPENJPA-347","5affd1274fc1e236e34612d9164a4a916c71f131",EVIDENCE,1,1,1,1,0,0
"OPENJPA-349","6e3aca63ec90da0198073a1697a556dbe493cbc2",EVIDENCE,1,1,1,1,0,0
"OPENJPA-35","853fb319ba81e2ad589ac6a7ce47b45de0a2749d",EVIDENCE,1,1,1,9,0,0
"OPENJPA-353","caa4b76fe246bebf47ada251d5e84e0ada35b2bb",EVIDENCE,1,1,1,1,0,0
"OPENJPA-355","7d9724ac004489042af95932629ecb152033c34a",EVIDENCE,1,1,1,5,0,0
"OPENJPA-356","a3a74cc233a91b442857d81b00c78e5b86e799de",EVIDENCE,3,2,3,9,0,0
"OPENJPA-357","6d5fe3bb8ada4d0aceb5d6221140637dc60ab47d",EVIDENCE,3,2,2,12,0,0
"OPENJPA-357","7c07cc6d1da3313455114ffe00b120ab8d1a2ba6",EVIDENCE,1,1,1,2,1,1
"OPENJPA-357","8d161ff99e1e4f1f0bfa4b2c5e590abc590df42d",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-358","6d5fe3bb8ada4d0aceb5d6221140637dc60ab47d",EVIDENCE,3,2,2,12,0,0
"OPENJPA-358","7c07cc6d1da3313455114ffe00b120ab8d1a2ba6",EVIDENCE,1,1,1,2,1,1
"OPENJPA-358","8d161ff99e1e4f1f0bfa4b2c5e590abc590df42d",NO_EVIDENCE,0,0,0,0,1,2
"OPENJPA-359","c4af04617ebb18551f6cf57e80b798e110da18a6",EVIDENCE,1,1,1,1,0,0
"OPENJPA-360","5e590a951ee9a24d3c019f8eb67ced2d819261a0",EVIDENCE,5,1,5,6,2,6
"OPENJPA-360","a4bf964c089bb70e48abb4d78f35327317264c49",EVIDENCE,9,2,8,31,0,0
"OPENJPA-361","3d8748c427a095b896ce1ecfca0b5ab91b34617e",EVIDENCE,1,1,1,1,0,0
"OPENJPA-363","1242abf2d5464c4048fdb62a17f7cee12c190798",EVIDENCE,1,1,1,1,0,0
"OPENJPA-365","2988f75fc32af9baf16c1978782dfed6dcc37076",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-366","03d19774c2c6a63b49a3b95f5b3095af146015b3",EVIDENCE,1,1,1,1,0,0
"OPENJPA-367","884d6b5460be23e12f82f29501f07b5b771e012d",EVIDENCE,1,1,1,1,0,0
"OPENJPA-368","5ef181ab94a302d439ef4e406fcdda7785a57048",EVIDENCE,1,1,1,5,0,0
"OPENJPA-369","7524219f6a3291c382287b41db5dcd72cb35a995",EVIDENCE,13,7,10,30,0,0
"OPENJPA-369","bb527a1e882b9aff495a02b14a31231651487ef6",EVIDENCE,7,3,3,16,6,81
"OPENJPA-375","ac83668ffa1941c8534cf6417391af4cdb70cab5",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-375","c0cf40564898fbf464b6782e674aa26ea4031182",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-378","5b67b240f1d53eae36fba27611c501003cf700a7",EVIDENCE,1,1,1,7,0,0
"OPENJPA-378","5d4d50df96e29335937e5fb12df0b6787d5c525e",EVIDENCE,3,2,3,9,0,0
"OPENJPA-379","91917c406cd68298a501a2eea1605fdc4e8c73e2",EVIDENCE,1,1,1,1,0,0
"OPENJPA-380","89b030c3d17855b38301bc84934d82bcc32b0ad1",EVIDENCE,2,1,2,3,0,0
"OPENJPA-382","12840cafbf0b0ebe84c5d8fb76b38b4b1e543fce",EVIDENCE,1,1,1,3,0,0
"OPENJPA-385","6f43ce7d40f545a2fd88f0feb752aab16985157c",EVIDENCE,2,2,2,3,0,0
"OPENJPA-386","f06d862ec60cd1ab679152e0c7c6588c3b6282e1",EVIDENCE,1,1,1,1,0,0
"OPENJPA-387","5a48e90100e6fdaa4cee76a1a927679cba0eefd7",EVIDENCE,1,1,1,23,0,0
"OPENJPA-388","a92418ddd6d486cff60d3c377dda16149ca2297c",EVIDENCE,1,1,1,2,0,0
"OPENJPA-389","fab1a92046f60999aa6428f2f27a9fdf1056bba4",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-392","22e5530d0c819cfdc15e629d3c92657c8ed992dc",EVIDENCE,1,1,1,4,0,0
"OPENJPA-395","4fb0c28dc295eb9318fbf8f6c5f664e315f40b79",EVIDENCE,1,1,1,3,0,0
"OPENJPA-396","a1fb5b7f72e7947c30570b44feb6e0b9934d60d7",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-397","8c6e31a1d98955516d9d66e292a186069cf1b13d",EVIDENCE,1,1,1,1,0,0
"OPENJPA-399","151cf2d034e904110ac1d19747319034943753de",EVIDENCE,5,5,1,35,0,0
"OPENJPA-399","2d6fbb5d13861f3b2f28fbd2ad7b604a19c96904",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-399","6a26ae253154f94e39fbc686f636d8fb4a47d08c",NO_EVIDENCE,0,0,0,0,1,7
"OPENJPA-399","a20d36c121387f0e2036069bbcf6a4458d3849f1",EVIDENCE,3,3,2,6,0,0
"OPENJPA-401","31e436df3c015ff70a0ba4fa8e0ec493e4cef358",EVIDENCE,1,1,1,1,0,0
"OPENJPA-401","5472692b411e87032a95e60ea0833b35b94695a0",NO_EVIDENCE,0,0,0,0,1,1
"OPENJPA-401","b92f6420af0222aa71877aa737d3456f000bb409",EVIDENCE,4,1,4,6,1,1
"OPENJPA-402","cc5e5a36fa28670e6e6bb1a74eae359a2c6cd8ab",EVIDENCE,1,1,1,1,0,0
"OPENJPA-403","09c894a368c7956e2490eeadc2002a6612ebbe8e",EVIDENCE,1,1,1,1,0,0
"OPENJPA-410","ba6274a19e6255e384c27a0d6cf9ffe5290beec0",EVIDENCE,1,1,1,2,0,0
"OPENJPA-413","b50c73f35711d2d965dfa4fe9918f14504d628b7",EVIDENCE,3,2,2,8,0,0
"OPENJPA-415","1af3d93ca73f0b315d11229dab94709c235e164d",EVIDENCE,1,1,1,5,0,0
"OPENJPA-416","9e5cc06fcb99006eea60d88c91451b2ea86331ca",EVIDENCE,1,1,1,2,0,0
"OPENJPA-419","e487d35da68bc0332546d1a16f0cdc9e9baa64f0",EVIDENCE,1,1,1,1,0,0
"OPENJPA-42","25e80a994e6e50afb0e146066cf6e0185e4b8af7",EVIDENCE,1,1,1,2,0,0
"OPENJPA-420","64d0ea816673b6f36f88c363891ecb2136993dda",EVIDENCE,1,1,1,8,0,0
